findFlightsBelow3000,sumPrice
"[{""name"":LAX},{""idTicket"":136,""idFlight"":135,""class"":economy,""price"":1905.0},{""name"":EWR},{""name"":EWR},{""idTicket"":149,""idFlight"":147,""class"":business,""price"":757},{""name"":ORD},{""name"":ORD},{""idTicket"":816,""idFlight"":815,""class"":economy,""price"":324.75},{""name"":PIT}]",2986.75
"[{""name"":LAX},{""idTicket"":136,""idFlight"":135,""class"":economy,""price"":1905.0},{""name"":EWR},{""name"":EWR},{""idTicket"":150,""idFlight"":147,""class"":firstClass,""price"":908.4},{""name"":ORD},{""name"":ORD},{""idTicket"":854,""idFlight"":851,""class"":firstClass,""price"":172.79999999999998},{""name"":GRR}]",2986.2000000000003
"[{""name"":LAX},{""idTicket"":136,""idFlight"":135,""class"":economy,""price"":1905.0},{""name"":EWR},{""name"":EWR},{""idTicket"":149,""idFlight"":147,""class"":business,""price"":757},{""name"":ORD},{""name"":ORD},{""idTicket"":820,""idFlight"":819,""class"":economy,""price"":324.0},{""name"":PIT}]",2986.0
"[{""name"":LAX},{""idTicket"":136,""idFlight"":135,""class"":economy,""price"":1905.0},{""name"":EWR},{""name"":EWR},{""idTicket"":149,""idFlight"":147,""class"":business,""price"":757},{""name"":ORD},{""name"":ORD},{""idTicket"":436,""idFlight"":435,""class"":economy,""price"":323.25},{""name"":PIT}]",2985.25
"[{""name"":LAX},{""idTicket"":136,""idFlight"":135,""class"":economy,""price"":1905.0},{""name"":EWR},{""name"":EWR},{""idTicket"":149,""idFlight"":147,""class"":business,""price"":757},{""name"":ORD},{""name"":ORD},{""idTicket"":208,""idFlight"":207,""class"":economy,""price"":323.25},{""name"":PIT}]",2985.25
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":701,""idFlight"":699,""class"":business,""price"":1712},{""name"":SFO},{""name"":SFO},{""idTicket"":873,""idFlight"":871,""class"":business,""price"":203},{""name"":RNO}]",2985.25
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":165,""idFlight"":163,""class"":business,""price"":550},{""name"":ROC}]",2983.8999999999996
"[{""name"":LAX},{""idTicket"":661,""idFlight"":659,""class"":business,""price"":249},{""name"":LAS},{""name"":LAS},{""idTicket"":361,""idFlight"":359,""class"":business,""price"":2139},{""name"":IAD},{""name"":IAD},{""idTicket"":508,""idFlight"":507,""class"":economy,""price"":594.75},{""name"":MCO}]",2982.75
"[{""name"":LAX},{""idTicket"":661,""idFlight"":659,""class"":business,""price"":249},{""name"":LAS},{""name"":LAS},{""idTicket"":361,""idFlight"":359,""class"":business,""price"":2139},{""name"":IAD},{""name"":IAD},{""idTicket"":536,""idFlight"":535,""class"":economy,""price"":594.0},{""name"":MCO}]",2982.0
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":125,""idFlight"":123,""class"":business,""price"":115},{""name"":MSN}]",2981.7999999999997
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":496,""idFlight"":495,""class"":economy,""price"":1189.5},{""name"":LAS}]",2981.25
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":528,""idFlight"":527,""class"":economy,""price"":721.5},{""name"":ORD},{""name"":ORD},{""idTicket"":592,""idFlight"":591,""class"":economy,""price"":1188.75},{""name"":LAS}]",2980.5
"[{""name"":LAX},{""idTicket"":648,""idFlight"":647,""class"":economy,""price"":2025.0},{""name"":BOS},{""name"":BOS},{""idTicket"":548,""idFlight"":547,""class"":economy,""price"":331.5},{""name"":IAD},{""name"":IAD},{""idTicket"":553,""idFlight"":551,""class"":business,""price"":622},{""name"":ORD}]",2978.5
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":848,""idFlight"":847,""class"":economy,""price"":111.0},{""name"":GRR}]",2977.7999999999997
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":864,""idFlight"":863,""class"":economy,""price"":110.25},{""name"":GRR}]",2977.0499999999997
"[{""name"":LAX},{""idTicket"":648,""idFlight"":647,""class"":economy,""price"":2025.0},{""name"":BOS},{""name"":BOS},{""idTicket"":548,""idFlight"":547,""class"":economy,""price"":331.5},{""name"":IAD},{""name"":IAD},{""idTicket"":513,""idFlight"":511,""class"":business,""price"":620},{""name"":ORD}]",2976.5
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":860,""idFlight"":859,""class"":economy,""price"":109.5},{""name"":GRR}]",2976.2999999999997
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":289,""idFlight"":287,""class"":business,""price"":751},{""name"":ORF}]",2975.6499999999996
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":856,""idFlight"":855,""class"":economy,""price"":108.75},{""name"":GRR}]",2975.5499999999997
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":777,""idFlight"":775,""class"":business,""price"":586},{""name"":FAR}]",2975
"[{""name"":LAX},{""idTicket"":106,""idFlight"":103,""class"":firstClass,""price"":1712.3999999999999},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":852,""idFlight"":851,""class"":economy,""price"":108.0},{""name"":GRR}]",2974.7999999999997
"[{""name"":LAX},{""idTicket"":648,""idFlight"":647,""class"":economy,""price"":2025.0},{""name"":BOS},{""name"":BOS},{""idTicket"":628,""idFlight"":627,""class"":economy,""price"":327.75},{""name"":IAD},{""name"":IAD},{""idTicket"":553,""idFlight"":551,""class"":business,""price"":622},{""name"":ORD}]",2974.75
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":773,""idFlight"":771,""class"":business,""price"":585},{""name"":FAR}]",2974
"[{""name"":LAX},{""idTicket"":648,""idFlight"":647,""class"":economy,""price"":2025.0},{""name"":BOS},{""name"":BOS},{""idTicket"":628,""idFlight"":627,""class"":economy,""price"":327.75},{""name"":IAD},{""name"":IAD},{""idTicket"":513,""idFlight"":511,""class"":business,""price"":620},{""name"":ORD}]",2972.75
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":530,""idFlight"":527,""class"":firstClass,""price"":1154.3999999999999},{""name"":ORD},{""name"":ORD},{""idTicket"":133,""idFlight"":131,""class"":business,""price"":747},{""name"":EWR}]",2971.6499999999996
"[{""name"":LAX},{""idTicket"":662,""idFlight"":659,""class"":firstClass,""price"":298.8},{""name"":LAS},{""name"":LAS},{""idTicket"":645,""idFlight"":643,""class"":business,""price"":654},{""name"":DEN},{""name"":DEN},{""idTicket"":214,""idFlight"":211,""class"":firstClass,""price"":2018.3999999999999},{""name"":LGA}]",2971.2
"[{""name"":LAX},{""idTicket"":105,""idFlight"":103,""class"":business,""price"":1427},{""name"":IAH},{""name"":IAH},{""idTicket"":522,""idFlight"":519,""class"":firstClass,""price"":1542.0},{""name"":BWI}]",2969.0
"[{""name"":LAX},{""idTicket"":660,""idFlight"":659,""class"":economy,""price"":186.75},{""name"":LAS},{""name"":LAS},{""idTicket"":646,""idFlight"":643,""class"":firstClass,""price"":784.8},{""name"":DEN},{""name"":DEN},{""idTicket"":234,""idFlight"":231,""class"":firstClass,""price"":1996.8},{""name"":EWR}]",2968.35
"[{""name"":LAX},{""idTicket"":104,""idFlight"":103,""class"":economy,""price"":1070.25},{""name"":IAH},{""name"":IAH},{""idTicket"":529,""idFlight"":527,""class"":business,""price"":962},{""name"":ORD},{""name"":ORD},{""idTicket"":476,""idFlight"":475,""class"":economy,""price"":935.25},{""name"":MIA}]",2967.5
